0.0002886129	0.0003173685	0.00027893536	0.00029891118	0.0002650291	0.0003362475	0.000308941	0.0002556981	0.997349	0.0003012632	
0.0015126779	0.0016633917	0.0014619558	0.0015666531	0.0013890704	0.0017623401	0.9861832	0.0013401647	0.0015415607	0.0015789806	
0.0004143472	0.0004556302	0.00040045363	0.0004291319	0.00038048913	0.9962545	0.00044353123	0.00036709305	0.00042225872	0.0004325086	
0.00029284452	0.00032202172	0.00028302506	0.00030329378	0.00026891494	0.00034117748	0.00031347063	0.00025944712	0.99731016	0.00030568027	
0.0016366288	0.0017996924	0.0015817506	0.9849942	0.0015028928	0.0019067487	0.0017519027	0.0014499797	0.0016678785	0.0017083645	
0.0011609703	0.0012766422	0.0011220415	0.9893554	0.0010661024	0.0013525845	0.0012427417	0.0010285676	0.0011831378	0.0012118572	
0.0010971939	0.6726916	0.0010604037	0.0011363439	0.0010075375	0.001278282	0.0011744734	0.31829074	0.0011181437	0.0011452854	
0.0006839215	0.99377304	0.00066098874	0.0007083251	0.00062803534	0.0007968004	0.00073209265	0.00060592376	0.0006969803	0.0007138987	
0.0005228042	0.0005748932	0.0005052739	0.0005414589	0.00048008366	0.29554424	0.00055962725	0.00046318112	0.0005327866	0.70027566	
0.00032109144	0.000353083	0.00031032483	0.0003325486	0.00029485367	0.00037408646	0.0003437071	0.00028447263	0.00032722234	0.99705863	
0.0009419587	0.0010358096	0.00091037364	0.0009755696	0.0008649872	0.18556193	0.0010083043	0.00083453313	0.8068833	0.000983246	
0.0006839215	0.00075206324	0.00066098874	0.9937293	0.00062803534	0.0007968004	0.00073209265	0.00060592376	0.0006969803	0.0007138987	
0.98865443	0.0013554287	0.0011912871	0.0012766004	0.0011318957	0.0014360576	0.0013194361	0.0010920445	0.0012561538	0.0012866455	
0.00068392156	0.0007520633	0.00066098885	0.00070832524	0.00062803546	0.00079680054	0.9937531	0.0006059239	0.00069698034	0.0007138988	
0.9849358	0.0017996929	0.001581751	0.0016950273	0.0015028932	0.0019067492	0.0017519031	0.0014499801	0.0016678789	0.0017083649	
0.00066127797	0.0007271636	0.0006391045	0.00068487367	0.00060724217	0.00077041966	0.0007078543	0.00058586267	0.0006739044	0.99394226	
0.9969962	0.00035885206	0.00031539527	0.00033798214	0.00029967132	0.0003801987	0.00034932297	0.00028912065	0.00033256886	0.00034064162	
0.0005228043	0.00057489326	0.000505274	0.00054145895	0.0004800837	0.0006090913	0.9952247	0.00046318115	0.00053278665	0.0005457195	
