-0.541128	-0.005151	-1.03142	0.629574	-0.739899	2.21375	-0.405763	0.514817	-1.21666	0.770713	0.143345	-0.169128	-0.560581	-0.193591	-0.676392	1.53543	-0.670806	1.10106	0.791326	-0.289391	-1.27892	1.51756	-3.11267	0.14736	0.593524	-1.595	0.140295	1.59595	-1.15459	0.879251	1.54387	-1.11425	-1.17462	0.175298	0.325188	2.042	-0.476611	0.331699	0.493605	-0.714864	1.06537	1.64558	1.16653	1.4466	-0.539268	-0.295493	0.631676	0.767371	0.962876	0.958352
-0.053016	0.01114	-0.646371	-0.391156	0.149481	-0.098007	0.258671	0.648281	0.340917	-0.734666	0.153077	0.156007	-0.177027	-0.028395	-0.50023	-0.171588	-0.80099	0.075937	0.383666	0.82022	-0.145315	-0.111182	-0.444534	-0.302346	0.280547	0.193848	-0.285956	-0.155748	0.214657	0.586693	0.316232	-0.473055	-0.267948	0.362112	-0.280738	0.299528	-0.219714	-0.310864	-0.627556	-0.947037	-0.139704	0.372567	0.607186	-0.053083	-0.539017	-0.186942	-0.566261	-0.463992	0.370078	0.490911
0.184009	0.926621	-0.330893	-0.350918	0.47255	-0.030664	-1.02114	0.764235	0.371785	0.896965	1.03234	0.234386	-1.27127	0.075322	-0.512014	1.30849	0.662456	0.747006	-0.335737	-0.18478	0.355356	0.270642	-0.812643	0.368688	-0.14101	0.367856	-0.237449	-0.21042	-0.365428	1.40748	0.449263	-0.909927	-0.217777	0.117904	0.360896	1.26888	-0.841869	0.887318	0.621109	0.179642	-0.102084	1.3098	-0.859216	0.285008	0.24754	0.437335	0.559785	-0.263953	-0.659975	-0.465312
0.685903	0.49335	0.017663	-0.190621	1.36875	-0.152265	1.46537	2.17088	0.913756	-0.671581	-0.16236	0.765315	-0.167609	-0.429827	-0.697173	-0.156909	-0.053093	0.571091	-0.608935	0.559601	-0.396886	0.769898	-1.24723	-0.644219	0.13017	0.363518	0.485934	0.013506	1.18479	0.088696	1.19021	-0.538517	0.227205	-0.145866	0.618593	0.06865	-0.227664	-1.51165	-0.381029	-0.741202	-0.287615	0.234565	-0.242427	1.05626	-0.365054	0.812352	0.086411	0.13343	-0.311059	-0.034564
-0.068963	-0.100858	-0.135911	-0.181177	0.108697	-0.069289	0.108704	0.532438	0.102541	0.126519	0.533744	-0.349952	-0.04276	0.327939	-0.322148	0.196089	-0.340931	0.982658	0.43662	0.097059	-0.413424	0.695915	-0.479914	0.154824	0.172144	0.517029	-0.039996	0.518645	0.058724	0.042775	0.621241	-0.68565	-0.076574	0.191874	0.094468	0.273144	-0.669475	0.200936	0.612599	0.130344	0.549608	0.837518	-0.078849	0.338224	-0.025963	-0.023918	0.253087	0.118881	0.21908	-0.216246
-0.321561	-0.550754	0.105892	-0.451331	0.26248	-0.826578	0.47648	1.24714	0.49194	-0.092536	0.389496	0.438838	-0.073988	-0.338924	-0.116817	0.559696	-0.379141	-0.052462	-0.027628	0.011594	0.070182	-0.212157	-0.229649	-0.136345	-0.362783	0.689778	0.480879	-0.457608	0.727814	0.612782	0.786265	-0.046934	-0.496759	0.09055	-0.060614	0.654036	-0.638442	-0.163826	-0.169204	-0.680992	-0.189671	0.176222	0.238084	0.167069	-0.510849	0.107336	-0.213743	-0.665271	-0.462209	-0.250848
-0.270809	-0.386479	0.127105	-0.66009	0.073293	-0.278098	0.59996	0.588929	0.452782	-0.214169	0.594823	-0.197709	-0.248746	-0.154331	-0.464348	0.738304	0.282661	0.616086	0.466993	0.187042	0.410314	-0.104686	-0.397829	-0.247872	0.255982	0.138761	0.110804	-0.18979	0.262279	-0.178305	0.78613	-0.107194	-0.029937	0.582024	-0.081489	0.251365	0.413094	-0.336416	0.043974	-1.22586	0.050298	0.466365	0.523705	-0.202353	-0.785005	-0.184624	-0.676929	-0.638868	-0.514855	-0.025073
0.210889	-0.91829	-0.91899	-0.345994	0.120071	0.292356	0.262387	0.949653	0.520545	-1.17896	-0.128928	-0.014599	0.692423	-0.615549	-0.906458	-0.429577	-0.569103	-1.07536	0.509137	-0.800109	0.385454	0.760927	-0.885484	-0.264979	-0.44376	0.87664	0.98051	0.310024	0.409021	-0.871985	0.775736	0.529431	0.348283	0.816628	-0.084127	0.470997	-0.645544	0.471239	0.004888	-0.822093	0.764167	-0.141022	0.000383	-0.591969	-0.16336	-0.357378	-0.698482	-0.989205	-0.850336	-0.32951
0.730935	-0.442209	0.304931	-0.141394	-0.256348	0.623328	0.909316	-0.055087	-0.343106	-0.161116	-0.163364	-0.169394	0.39432	1.14598	-0.034726	0.027185	-1.36162	-1.06018	0.273267	0.27216	-1.11846	0.174948	-0.676908	0.03472	-0.314545	0.09416	1.1149	1.49354	-0.189539	-0.804536	1.17189	-0.022489	0.019882	-0.023229	0.510618	1.703	-2.03892	1.93502	0.233432	-0.378993	1.02021	1.28108	-0.340013	0.33702	-0.712613	1.24822	1.0816	0.850375	-0.500026	0.080564
0.672877	0.314793	-0.456475	-0.507546	0.702169	-1.25021	-0.38155	0.856185	0.620813	-0.196582	0.478974	1.07054	-0.451626	-0.088667	0.142973	0.320879	-0.88078	0.347798	-0.657181	0.025612	-0.29709	0.372768	0.092135	0.000657	0.049246	0.345852	2.21714	-0.893878	2.2265	1.55657	0.312049	-2.11534	-0.736109	-0.324064	-0.518249	-0.11744	-0.903939	-0.334239	0.817439	0.305646	-0.744075	1.2252	-1.15675	0.651401	-0.865592	0.969482	-0.407271	-1.30418	0.574061	0.155344
-0.020573	-0.60258	-0.108319	-0.546792	0.12308	-0.525683	0.397906	0.82914	0.39564	-1.02035	0.246617	-0.114392	0.112286	-0.338454	0.318505	0.189411	-0.475046	0.11947	0.319944	0.179041	-0.600507	0.210847	-0.189508	-0.083716	0.224565	0.343436	-0.122703	-0.571741	-0.391398	0.045018	0.727842	0.313391	-0.32534	0.912735	0.151536	0.189742	-0.202806	0.249448	-0.00436	-1.17682	-0.37173	0.670549	0.21207	0.040373	-0.516676	-0.453045	-0.445504	-0.377339	-0.596552	0.277986
0.766196	-0.565579	-0.266049	-0.272878	0.047134	-0.172384	0.382293	-0.25099	-0.472651	0.23043	0.703039	-0.372767	-0.473803	0.044359	-0.217439	0.257706	-0.212806	-0.48221	-0.015618	-0.269729	-0.999428	0.135724	-1.80645	-0.383302	-0.250166	-0.372626	0.369739	0.950947	-0.214637	0.644521	1.31035	-0.120825	-0.23965	0.139393	-0.574552	0.864643	-0.288808	0.238128	0.366512	-0.286131	-0.58122	0.921145	0.02413	-0.399822	-0.870849	-0.254397	0.031742	-0.036596	-0.292525	-0.659389
